Código Seção	Descrição Seção	Código Subclasse	Descrição Subclasse
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1220402	Fabricação de cigarrilhas e charutos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1220403	Fabricação de filtros para cigarros
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1220499	Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1311100	Preparação e fiação de fibras de algodão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1312000	Preparação e fiação de fibras têxteis naturais, exceto algodão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1313800	Fiação de fibras artificiais e sintéticas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1314600	Fabricação de linhas para costurar e bordar
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1321900	Tecelagem de fios de algodão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1322700	Tecelagem de fios de fibras têxteis naturais, exceto algodão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1323500	Tecelagem de fios de fibras artificiais e sintéticas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1330800	Fabricação de tecidos de malha
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1340501	Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1340502	Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1340599	Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1351100	Fabricação de artefatos têxteis para uso doméstico
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1352900	Fabricação de artefatos de tapeçaria
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1353700	Fabricação de artefatos de cordoaria
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1354500	Fabricação de tecidos especiais, inclusive artefatos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1359600	Fabricação de outros produtos têxteis não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1411801	Confecção de roupas íntimas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1411802	Facção de roupas íntimas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1412602	Confecção, sob medida, de peças do vestuário, exceto roupas íntimas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1412603	Facção de peças do vestuário, exceto roupas íntimas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1413401	Confecção de roupas profissionais, exceto sob medida
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1413402	Confecção, sob medida, de roupas profissionais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1413403	Facção de roupas profissionais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1414200	Fabricação de acessórios do vestuário, exceto para segurança e proteção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1421500	Fabricação de meias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1422300	Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1510600	Curtimento e outras preparações de couro
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1521100	Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1529700	Fabricação de artefatos de couro não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1531901	Fabricação de calçados de couro
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1531902	Acabamento de calçados de couro sob contrato
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1532700	Fabricação de tênis de qualquer material
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1533500	Fabricação de calçados de material sintético
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1539400	Fabricação de calçados de materiais não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1540800	Fabricação de partes para calçados, de qualquer material
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1610201	Serrarias com desdobramento de madeira
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1610202	Serrarias sem desdobramento de madeira
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1621800	Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1622601	Fabricação de casas de madeira pré-fabricadas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1622602	Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1622699	Fabricação de outros artigos de carpintaria para construção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1623400	Fabricação de artefatos de tanoaria e de embalagens de madeira
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1629301	Fabricação de artefatos diversos de madeira, exceto móveis
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1629302	Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1710900	Fabricação de celulose e outras pastas para a fabricação de papel
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1721400	Fabricação de papel
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1722200	Fabricação de cartolina e papel-cartão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1731100	Fabricação de embalagens de papel
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1732000	Fabricação de embalagens de cartolina e papel-cartão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1733800	Fabricação de chapas e de embalagens de papelão ondulado
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1741901	Fabricação de formulários contínuos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1741902	Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório, exceto formulário contínuo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1742701	Fabricação de fraldas descartáveis
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1742702	Fabricação de absorventes higiênicos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1742799	Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1749400	Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1811301	Impressão de jornais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1811302	Impressão de livros, revistas e outras publicações periódicas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1812100	Impressão de material de segurança
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1813001	Impressão de material para uso publicitário
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1813099	Impressão de material para outros usos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1821100	Serviços de pré-impressão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1822900	Serviços de acabamentos gráficos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1830001	Reprodução de som em qualquer suporte
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1830002	Reprodução de vídeo em qualquer suporte
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1830003	Reprodução de software em qualquer suporte
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1910100	Coquerias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1921700	Fabricação de produtos do refino de petróleo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1922501	Formulação de combustíveis
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1922502	Rerrefino de óleos lubrificantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1922599	Fabricação de outros produtos derivados do petróleo, exceto produtos do refino
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1931400	Fabricação de álcool
C	INDÚSTRIAS DE TRANSFORMAÇÃO	1932200	Fabricação de biocombustíveis, exceto álcool
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2011800	Fabricação de cloro e álcalis
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2012600	Fabricação de intermediários para fertilizantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2013400	Fabricação de adubos e fertilizantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2014200	Fabricação de gases industriais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2019301	Elaboração de combustíveis nucleares
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2019399	Fabricação de outros produtos químicos inorgânicos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2021500	Fabricação de produtos petroquímicos básicos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2022300	Fabricação de intermediários para plastificantes, resinas e fibras
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2029100	Fabricação de produtos químicos orgânicos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2031200	Fabricação de resinas termoplásticas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2032100	Fabricação de resinas termofixas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2033900	Fabricação de elastômeros
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2040100	Fabricação de fibras artificiais e sintéticas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2051700	Fabricação de defensivos agrícolas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2052500	Fabricação de desinfestantes domissanitários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2061400	Fabricação de sabões e detergentes sintéticos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2062200	Fabricação de produtos de limpeza e polimento
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2063100	Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2071100	Fabricação de tintas, vernizes, esmaltes e lacas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2072000	Fabricação de tintas de impressão
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2073800	Fabricação de impermeabilizantes, solventes e produtos afins
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2091600	Fabricação de adesivos e selantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2092401	Fabricação de pólvoras, explosivos e detonantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2092402	Fabricação de artigos pirotécnicos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2092403	Fabricação de fósforos de segurança
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2093200	Fabricação de aditivos de uso industrial
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2094100	Fabricação de catalisadores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2099101	Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2099199	Fabricação de outros produtos químicos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2110600	Fabricação de produtos farmoquímicos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2121101	Fabricação de medicamentos alopáticos para uso humano
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2121102	Fabricação de medicamentos homeopáticos para uso humano
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2121103	Fabricação de medicamentos fitoterápicos para uso humano
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2122000	Fabricação de medicamentos para uso veterinário
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2123800	Fabricação de preparações farmacêuticas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2211100	Fabricação de pneumáticos e de câmaras-de-ar
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2212900	Reforma de pneumáticos usados
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2219600	Fabricação de artefatos de borracha não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2221800	Fabricação de laminados planos e tubulares de material plástico
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2222600	Fabricação de embalagens de material plástico
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2223400	Fabricação de tubos e acessórios de material plástico para uso na construção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2229301	Fabricação de artefatos de material plástico para uso pessoal e doméstico
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2229302	Fabricação de artefatos de material plástico para usos industriais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2229303	Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2229399	Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2311700	Fabricação de vidro plano e de segurança
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2312500	Fabricação de embalagens de vidro
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2319200	Fabricação de artigos de vidro
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2320600	Fabricação de cimento
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2330301	Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2330302	Fabricação de artefatos de cimento para uso na construção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2330303	Fabricação de artefatos de fibrocimento para uso na construção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2330304	Fabricação de casas pré-moldadas de concreto
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2330305	Preparação de massa de concreto e argamassa para construção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2330399	Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2341900	Fabricação de produtos cerâmicos refratários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2342701	Fabricação de azulejos e pisos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2342702	Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2349401	Fabricação de material sanitário de cerâmica
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2349499	Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2391501	Britamento de pedras, exceto associado à extração
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2391502	Aparelhamento de pedras para construção, exceto associado à extração
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2391503	Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2392300	Fabricação de cal e gesso
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2399101	Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2399199	Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2411300	Produção de ferro-gusa
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2412100	Produção de ferroligas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2421100	Produção de semi-acabados de aço
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2422901	Produção de laminados planos de aço ao carbono, revestidos ou não
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2422902	Produção de laminados planos de aços especiais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2423701	Produção de tubos de aço sem costura
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2423702	Produção de laminados longos de aço, exceto tubos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2424501	Produção de arames de aço
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2424502	Produção de relaminados, trefilados e perfilados de aço, exceto arames
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2431800	Produção de tubos de aço com costura
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2439300	Produção de outros tubos de ferro e aço
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2441501	Produção de alumínio e suas ligas em formas primárias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2441502	Produção de laminados de alumínio
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2442300	Metalurgia dos metais preciosos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2443100	Metalurgia do cobre
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2449101	Produção de zinco em formas primárias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2449102	Produção de laminados de zinco
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2449103	Produção de soldas e ânodos para galvanoplastia
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2449199	Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2451200	Fundição de ferro e aço
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2452100	Fundição de metais não-ferrosos e suas ligas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2511000	Fabricação de estruturas metálicas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2512800	Fabricação de esquadrias de metal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2513600	Fabricação de obras de caldeiraria pesada
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2521700	Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2522500	Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2531401	Produção de forjados de aço
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2531402	Produção de forjados de metais não-ferrosos e suas ligas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2532201	Produção de artefatos estampados de metal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2532202	Metalurgia do pó
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2539000	Serviços de usinagem, solda, tratamento e revestimento em metais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2541100	Fabricação de artigos de cutelaria
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2542000	Fabricação de artigos de serralheria, exceto esquadrias
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2543800	Fabricação de ferramentas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2550101	Fabricação de equipamento bélico pesado, exceto veículos militares de combate
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2550102	Fabricação de armas de fogo e munições
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2591800	Fabricação de embalagens metálicas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2592601	Fabricação de produtos de trefilados de metal padronizados
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2592602	Fabricação de produtos de trefilados de metal, exceto padronizados
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2593400	Fabricação de artigos de metal para uso doméstico e pessoal
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2599301	Serviços de confecção de armações metálicas para a construção
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2599399	Fabricação de outros produtos de metal não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2610800	Fabricação de componentes eletrônicos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2621300	Fabricação de equipamentos de informática
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2622100	Fabricação de periféricos para equipamentos de informática
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2631100	Fabricação de equipamentos transmissores de comunicação, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2632900	Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2640000	Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2651500	Fabricação de aparelhos e equipamentos de medida, teste e controle
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2652300	Fabricação de cronômetros e relógios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2660400	Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2670101	Fabricação de equipamentos e instrumentos ópticos, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2670102	Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2680900	Fabricação de mídias virgens, magnéticas e ópticas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2710401	Fabricação de geradores de corrente contínua e alternada, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2710402	Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2710403	Fabricação de motores elétricos, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2721000	Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2722801	Fabricação de baterias e acumuladores para veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2722802	Recondicionamento de baterias e acumuladores para veículos automotores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2731700	Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2732500	Fabricação de material elétrico para instalações em circuito de consumo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2733300	Fabricação de fios, cabos e condutores elétricos isolados
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2740601	Fabricação de lâmpadas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2740602	Fabricação de luminárias e outros equipamentos de iluminação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2751100	Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2759701	Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2759799	Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2790201	Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2790202	Fabricação de equipamentos para sinalização e alarme
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2790299	Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2811900	Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2812700	Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2813500	Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2814301	Fabricação de compressores para uso industrial, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2814302	Fabricação de compressores para uso não-industrial, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2815101	Fabricação de rolamentos para fins industriais
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2815102	Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2821601	Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2821602	Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2822401	Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2822402	Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2823200	Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2824101	Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2824102	Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2825900	Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2829101	Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2829199	Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2831300	Fabricação de tratores agrícolas, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2832100	Fabricação de equipamentos para irrigação agrícola, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2833000	Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2840200	Fabricação de máquinas-ferramenta, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2851800	Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2852600	Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2853400	Fabricação de tratores, peças e acessórios, exceto agrícolas
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2854200	Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2861500	Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2862300	Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2863100	Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2864000	Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2865800	Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2866600	Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2869100	Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2910701	Fabricação de automóveis, camionetas e utilitários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2910702	Fabricação de chassis com motor para automóveis, camionetas e utilitários
C	INDÚSTRIAS DE TRANSFORMAÇÃO	2910703	Fabricação de motores para automóveis, camionetas e utilitários
